UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Air temperature [K]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_mean,Process temperature [K]_roll_std,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_mean,Rotational speed [rpm]_roll_std,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_mean,Torque [Nm]_roll_std,Torque [Nm]_roll_var,Tool wear [min]_roll_mean,Tool wear [min]_roll_std,Tool wear [min]_roll_var,timestamp,ambient_temperature,humidity,factory_load
5754,L52933,L,302.2,311.6,1416,54.1,48,0,0,0,0,0,0,302.23999999999995,0.0547722559138462,0.0030000000178918,311.76000000000005,0.0894427191824642,0.0080000000147531,1601.2,278.0066545966104,77287.69999999902,41.220000000000006,17.728564521697766,314.3020000000007,39.2,6.53452370108129,42.699999999993125,2024-02-29 22:15:00,35.74,82.89,74.01
5755,L52934,L,302.1,311.5,1727,27.7,50,0,0,0,0,0,0,302.22,0.0836660027592922,0.0070000000177178,311.7,0.1414213562884349,0.0200000000144604,1680.6,234.470253976915,54976.29999999902,34.28,13.698430567039434,187.6470000000003,43.0,6.08276253029769,36.99999999999356,2024-02-29 22:30:00,25.64,41.26,73.16
5756,L52935,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0,302.2,0.1000000000877255,0.0100000000175451,311.62,0.1788854382393231,0.0320000000140746,1562.6,189.67946646909095,35978.299999999006,39.760000000000005,12.91599783214602,166.82300000000072,46.2,5.674504383643907,32.19999999999391,2024-02-29 22:45:00,31.19,66.58,87.02
5757,M20616,M,302.0,311.5,1366,52.3,54,0,0,0,0,0,0,302.14,0.1140175425846067,0.0130000000170326,311.56000000000006,0.1516575089264787,0.0230000000137849,1540.8,207.674504935004,43128.69999999901,41.66,14.117825611616006,199.31300000000084,49.4,4.219004621945119,17.799999999994277,2024-02-29 23:00:00,25.76,46.8,78.88
5758,L52937,L,301.9,311.3,1366,55.6,57,0,0,0,0,0,0,302.06,0.1140175425815929,0.0130000000163453,311.46,0.114017542568256,0.013000000013304,1453.2,154.4561426424958,23856.699999999004,47.78,11.475495631997832,131.68700000000132,52.2,3.4928498393138225,12.199999999994596,2024-02-29 23:15:00,29.06,76.9,70.9
5759,L52938,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0,302.0,0.100000000079135,0.010000000015827,311.4,0.1000000000650839,0.0100000000130167,1470.2,154.01525898429352,23720.699999999004,45.12,11.181994455373385,125.0370000000011,54.4,3.646916505761387,13.299999999994846,2024-02-29 23:30:00,31.61,78.94,78.34
5760,L52939,L,301.8,311.3,1551,35.8,61,0,0,0,0,0,0,301.94,0.1140175425770237,0.0130000000153034,311.36,0.0894427191716888,0.0080000000128255,1435.0,85.542387153966,7317.499999999007,46.74,8.222408406300506,67.60800000000123,56.6,3.6469165057614217,13.299999999995098,2024-02-29 23:45:00,20.0,67.94,60.56
5761,M20620,M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0,301.9,0.0707106782243967,0.0050000000149541,311.34000000000003,0.0894427191711589,0.0080000000127308,1461.2,88.70005636976228,7867.699999999006,44.02,9.37400661403655,87.87200000000098,58.8,3.492849839313931,12.199999999995352,2024-03-01 00:00:00,42.06,78.7,73.48
5762,L52941,L,301.9,311.2,1369,49.8,66,0,0,0,0,0,0,301.88,0.0447213597152342,0.0020000000147793,311.28000000000003,0.0447213596891477,0.0020000000124461,1461.8,87.901649586336,7726.699999999004,43.52,8.875359147662754,78.77200000000094,61.2,3.4928498393139704,12.199999999995628,2024-03-01 00:15:00,32.83,60.11,89.6
5763,L52942,L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0,301.86,0.0547722558838105,0.0030000000146016,311.26,0.054772255863255,0.0030000000123498,1455.4,97.28463393567873,9464.29999999901,42.86,7.811401922830554,61.01800000000088,63.4,3.6469165057615287,13.299999999995878,2024-03-01 00:30:00,27.02,90.0,87.19
5764,H35177,H,301.8,311.2,1451,39.4,70,0,0,0,0,0,0,301.84000000000003,0.0547722558821851,0.0030000000144235,311.24,0.0547722558623612,0.0030000000122519,1445.4,93.93774534232236,8824.29999999901,42.58,7.927925327599954,62.85200000000085,65.6,3.646916505761563,13.299999999996128,2024-03-01 00:45:00,39.64,71.19,70.16
5765,L52944,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0,301.82,0.0836660027385575,0.0070000000142483,311.22,0.0447213596858676,0.0020000000121527,1453.0,105.44903982492688,11119.499999999012,43.0,7.5242939868137055,56.61500000000088,68.4,4.505552130427131,20.299999999996466,2024-03-01 01:00:00,28.26,46.49,96.67
5766,L52945,L,301.7,311.3,1708,30.5,77,0,0,0,0,0,0,301.78000000000003,0.0836660027364513,0.0070000000138958,311.22,0.0447213596858676,0.0020000000121527,1490.2,156.38318323911625,24455.699999999008,41.98,8.982594280050769,80.68700000000078,71.2,4.6583258795405005,21.699999999996777,2024-03-01 01:15:00,30.66,61.04,64.82
5767,M20626,M,301.7,311.2,1413,42.6,79,0,0,0,0,0,0,301.73999999999995,0.054772255874142,0.0030000000135424,311.22,0.0447213596858676,0.0020000000121527,1499.0,148.91776254026584,22176.499999999007,40.54,7.931141153705478,62.90300000000065,73.8,4.658325879540532,21.699999999997065,2024-03-01 01:30:00,27.56,57.71,100.0
5768,M20627,M,301.6,311.2,1415,46.5,82,0,0,0,0,0,0,301.7,0.0707106782118717,0.0050000000131828,311.22,0.0447213596858676,0.0020000000121527,1515.2,129.63872878117482,16806.199999999008,39.38,5.960453002918533,35.527000000000555,76.6,4.505552130427234,20.29999999999739,2024-03-01 01:45:00,38.26,56.24,97.36
5769,L52948,L,301.7,311.3,1421,45.9,85,0,0,0,0,0,0,301.68,0.0447213596953691,0.0020000000130025,311.23999999999995,0.0547722558623612,0.0030000000122519,1509.2,133.97462446298928,17949.199999999008,40.68,6.636414694697785,44.0420000000007,79.6,3.974921382870074,15.79999999999774,2024-03-01 02:00:00,29.48,35.14,81.35
5770,L52949,L,301.7,311.3,1348,51.0,87,0,0,0,0,0,0,301.68,0.0447213596953691,0.0020000000130025,311.26000000000005,0.0547722558632719,0.0030000000123517,1461.0,141.24269892634808,19949.49999999901,43.3,7.755965446029333,60.155000000001,82.0,4.12310562561742,16.999999999998014,2024-03-01 02:15:00,30.75,65.8,92.48
5771,L52950,L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0,301.66,0.0547722558675772,0.0030000000128233,311.23999999999995,0.0547722558623612,0.0030000000122519,1401.0,29.991665508921148,899.4999999990105,45.78,3.3980876975147773,11.54700000000128,84.4,3.9749213828701433,15.799999999998292,2024-03-01 02:30:00,36.02,39.21,73.53
5772,L52951,L,301.6,311.2,1525,43.7,91,0,0,0,0,0,0,301.64,0.0547722558659517,0.0030000000126452,311.24,0.0547722558623612,0.0030000000122519,1423.4,63.8772259886026,4080.299999999008,46.0,3.1685959035511777,10.040000000001305,86.8,3.4928498393143923,12.199999999998576,2024-03-01 02:45:00,32.93,30.0,71.64
5773,L52952,L,301.6,311.3,1706,29.9,93,0,0,0,0,0,0,301.64,0.0547722558659517,0.0030000000126452,311.26000000000005,0.0547722558632719,0.0030000000123517,1481.6,140.6922172687566,19794.299999999013,42.68,7.810377711737179,61.00200000000089,89.0,3.162277660168193,9.99999999999882,2024-03-01 03:00:00,29.73,54.84,75.29
5774,H35187,H,301.6,311.2,1395,46.8,95,0,0,0,0,0,0,301.62,0.0447213596893967,0.0020000000124684,311.23999999999995,0.0547722558623612,0.0030000000122519,1476.4,143.9350547990274,20717.299999999017,42.86,7.912837670520034,62.61300000000091,91.0,3.162277660168228,9.99999999999904,2024-03-01 03:15:00,35.55,48.66,98.56
5775,L52954,L,301.5,311.1,1602,34.3,100,0,0,0,0,0,0,301.58000000000004,0.0447213596854565,0.0020000000121159,311.2,0.0707106782038718,0.0050000000120515,1527.2,131.58153365878897,17313.699999999015,39.52,7.100845020136724,50.42200000000051,93.6,4.219004621945719,17.799999999999336,2024-03-01 03:30:00,42.69,47.08,91.55
5776,L52955,L,301.6,311.1,1907,21.5,102,0,0,0,0,0,0,301.58000000000004,0.0447213596854565,0.0020000000121159,311.18,0.0836660027248264,0.0070000000119506,1627.0,193.3222697983836,37373.49999999901,35.239999999999995,10.288245720238216,105.848,96.2,4.658325879540806,21.699999999999623,2024-03-01 03:45:00,31.59,30.0,81.63
5777,L52956,L,301.6,311.1,1325,49.2,104,0,0,0,0,0,0,301.58000000000004,0.0447213596854565,0.0020000000121159,311.16,0.0894427191662407,0.008000000011851,1587.0,235.7403232372413,55573.49999999901,36.34,11.625962325760398,135.16300000000012,98.8,4.658325879540837,21.699999999999918,2024-03-01 04:00:00,30.58,47.24,84.46
5778,L52957,L,301.6,311.1,1408,44.4,106,0,0,0,0,0,0,301.58000000000004,0.0447213596854565,0.0020000000121159,311.12,0.0447213596802924,0.002000000011654,1527.4,235.8035199058721,55603.29999999901,39.24,11.424666297095964,130.52300000000042,101.4,4.219004621945823,17.800000000000217,2024-03-01 04:15:00,30.85,57.4,73.09
5779,M20638,M,301.7,311.1,1489,41.4,108,0,0,0,0,0,0,301.6,0.0707106782055797,0.005000000012293,311.1,0.0,0.0,1546.2,226.15857268739344,51147.699999999015,38.16,10.767683130553216,115.94300000000032,104.0,3.1622776601684617,10.00000000000052,2024-03-01 04:30:00,36.55,50.49,80.02
5780,L52959,L,301.6,311.1,1680,29.2,111,0,0,0,0,0,0,301.62,0.0447213596894222,0.0020000000124706,311.1,0.0,0.0,1561.8,233.5395041529356,54540.69999999902,37.14,11.444998907819963,130.9880000000002,106.2,3.492849839314705,12.20000000000076,2024-03-01 04:45:00,27.0,65.81,76.64
5781,L52960,L,301.7,311.2,1517,42.4,113,0,0,0,0,0,0,301.64,0.0547722558659725,0.0030000000126475,311.12,0.0447213596802638,0.0020000000116515,1483.8,132.84088226144473,17646.69999999902,41.32,7.410263153222066,54.91200000000064,108.4,3.646916505762232,13.30000000000101,2024-03-01 05:00:00,28.61,80.89,73.09
5782,M20641,M,301.7,311.1,1618,36.7,115,0,0,0,0,0,0,301.66,0.0547722558675979,0.0030000000128256,311.12,0.0447213596802638,0.0020000000116515,1542.4,107.48162633677916,11552.29999999902,38.81999999999999,6.07552466870149,36.912000000000354,110.6,3.646916505762268,13.30000000000127,2024-03-01 05:15:00,22.31,67.75,93.92
5783,L52962,L,301.7,311.1,1455,39.8,118,0,0,0,0,0,0,301.68,0.0447213596953945,0.0020000000130048,311.12,0.0447213596802638,0.0020000000116515,1551.8,93.99840424176898,8835.699999999013,37.9,5.320714237769236,28.310000000000255,113.0,3.807886552932157,14.500000000001544,2024-03-01 05:30:00,24.08,75.4,87.21
5784,H35197,H,301.8,311.1,1543,36.4,120,0,0,0,0,0,0,301.7,0.0707106782118877,0.0050000000131851,311.12,0.0447213596802638,0.0020000000116515,1562.6,87.88230766200336,7723.299999999013,36.9,4.955804677345562,24.560000000000155,115.4,3.646916505762343,13.30000000000182,2024-03-01 05:45:00,27.41,76.64,92.64
5785,M20644,M,301.8,311.1,1399,41.8,125,0,0,0,0,0,0,301.74,0.0547722558741932,0.0030000000135481,311.12,0.0447213596802638,0.0020000000116515,1506.4,83.79021422576155,7020.799999999013,39.42,2.7932060432414256,7.802000000000421,118.2,4.658325879541075,21.70000000000213,2024-03-01 06:00:00,29.72,44.72,77.04
5786,L52965,L,301.7,311.1,1469,37.2,128,0,0,0,0,0,0,301.74,0.0547722558741932,0.0030000000135481,311.1,0.0,0.0,1496.8,85.01294019147329,7227.199999999014,38.38,2.337092210418817,5.462000000000313,121.2,5.26307894677654,27.70000000000245,2024-03-01 06:15:00,38.85,66.59,81.92
5787,L52966,L,301.7,311.2,1521,36.7,130,0,0,0,0,0,0,301.73999999999995,0.0547722558741932,0.0030000000135481,311.12,0.0447213596802638,0.0020000000116515,1477.4,56.84012667120835,3230.799999999011,38.38,2.337092210418817,5.462000000000313,124.2,5.118593556828162,26.20000000000277,2024-03-01 06:30:00,32.68,74.93,90.12
5788,L52967,L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0,301.74,0.0547722558741932,0.0030000000135481,311.16,0.0894427191661712,0.0080000000118385,1503.2,71.51363506352484,5114.199999999009,38.18,2.225308967312246,4.952000000000295,127.0,4.6904157598237575,22.00000000000308,2024-03-01 06:45:00,25.44,53.46,71.56
5789,L52968,L,301.8,311.5,1443,43.3,134,0,0,0,0,0,0,301.73999999999995,0.0547722558741932,0.0030000000135481,311.24000000000007,0.1673320053433032,0.0280000000122112,1483.2,71.58351765594514,5124.19999999901,39.56,2.886693610343925,8.333000000000444,129.8,3.492849839315081,12.200000000003389,2024-03-01 07:00:00,26.36,48.14,92.13
5790,M20649,M,301.8,311.5,1416,49.0,136,0,0,0,0,0,0,301.74,0.0547722558741932,0.0030000000135481,311.32,0.1788854382351701,0.0320000000125888,1486.6,66.83038231223136,4466.299999999007,41.0,5.173490117899193,26.765000000000605,132.0,3.162277660168957,10.000000000003652,2024-03-01 07:15:00,36.87,67.96,75.39
5791,M20650,M,301.7,311.2,1563,34.5,139,0,0,0,0,0,0,301.73999999999995,0.0547722558741932,0.0030000000135481,311.34000000000003,0.1516575089228575,0.0230000000126866,1505.4,73.52754585867126,5406.299999999006,40.46,5.775205624044962,33.35300000000056,134.2,3.4928498393151552,12.200000000003907,2024-03-01 07:30:00,35.63,37.78,83.21
5792,M20651,M,301.8,311.3,1542,40.1,142,0,0,0,0,0,0,301.76000000000005,0.0547722558758538,0.00300000001373,311.36,0.1341640786976166,0.0180000000127802,1509.6,75.22167240894746,5658.299999999008,41.14,5.410452846111926,29.273000000000632,136.6,3.974921382870881,15.800000000004154,2024-03-01 07:45:00,30.14,43.68,87.93
5793,M20652,M,301.8,311.3,1624,31.6,145,0,0,0,0,0,0,301.78000000000003,0.0447213597055416,0.0020000000139124,311.36,0.1341640786976166,0.0180000000127802,1517.6,86.40775428165581,7466.299999999009,39.7,6.93289261419795,48.06500000000048,139.2,4.438468204234928,19.700000000004422,2024-03-01 08:00:00,27.79,50.0,65.69
5794,L52973,L,301.8,311.3,1471,44.2,148,0,0,0,0,0,0,301.78,0.0447213597055416,0.0020000000139124,311.32000000000005,0.1095445115584897,0.012000000012588,1523.2,81.10918566968239,6578.699999999011,39.88,7.06024078909498,49.8470000000005,142.0,4.74341649025307,22.500000000004757,2024-03-01 08:15:00,35.62,66.76,74.11
5795,M20654,M,301.9,311.5,1492,40.8,150,0,0,0,0,0,0,301.8,0.0707106782183188,0.0050000000140946,311.32,0.1095445115584897,0.012000000012588,1538.4,60.500413221721146,3660.29999999901,38.24,5.08949899302479,25.90300000000036,144.8,4.438468204235003,19.70000000000509,2024-03-01 08:30:00,25.03,63.28,80.02
5796,M20655,M,301.9,311.4,1465,39.9,153,0,0,0,0,0,0,301.84000000000003,0.0547722558825425,0.0030000000144627,311.36,0.0894427191714361,0.0080000000127803,1518.8,66.14907406758624,4375.69999999901,39.32000000000001,4.651558878483691,21.63700000000045,147.6,4.2778499272421175,18.30000000000539,2024-03-01 08:45:00,31.96,75.49,77.37
5797,L52976,L,301.7,311.1,1399,55.1,156,0,0,0,0,0,0,301.82,0.0836660027387388,0.0070000000142786,311.32,0.1483239697843508,0.022000000012589,1490.2,82.50272722764389,6806.699999999011,42.32,8.51392976245404,72.48700000000072,150.4,4.277849927242154,18.3000000000057,2024-03-01 09:00:00,41.36,46.17,95.92
5798,L52977,L,301.6,311.0,1431,42.6,158,0,0,0,0,0,0,301.78000000000003,0.1303840481573908,0.0170000000139088,311.26,0.2073644135629526,0.0430000000123072,1451.6,36.67151483098309,1344.7999999990127,44.52,6.142230865084845,37.72700000000092,153.0,4.123105625618391,17.000000000006022,2024-03-01 09:15:00,31.03,45.37,78.91
5799,L52978,L,301.5,310.9,1600,39.0,160,0,0,0,0,0,0,301.72,0.1788854382373239,0.0320000000133594,311.18,0.2588435821339356,0.0670000000119275,1477.4,76.96947446877242,5924.299999999009,43.48,6.630761645542753,43.96700000000084,155.4,3.974921382871153,15.80000000000632,2024-03-01 09:30:00,26.12,67.86,85.86
5800,L52979,L,301.5,310.8,1593,34.5,162,0,0,0,0,0,0,301.64,0.1673320053445491,0.0280000000126282,311.04,0.2302172886888622,0.0530000000112509,1497.6,93.28343904466116,8701.799999999013,42.22,7.768333154544851,60.34700000000075,157.8,3.4928498393155416,12.200000000006604,2024-03-01 09:45:00,32.05,48.02,74.53
5801,L52980,L,301.5,310.9,1469,44.7,164,0,0,0,0,0,0,301.56000000000006,0.0894427191665257,0.0080000000119019,310.94,0.1140175425571735,0.0130000000107768,1498.4,92.9505244740395,8639.799999999015,43.17999999999999,7.706296127193712,59.38700000000082,160.0,3.1622776601694653,10.000000000006867,2024-03-01 10:00:00,27.65,50.95,76.7
5802,L52981,L,301.5,310.8,1413,44.6,166,0,0,0,0,0,0,301.52,0.0447213596789963,0.0020000000115381,310.88,0.0836660027160646,0.0070000000104845,1501.2,89.34875488779356,7983.199999999013,41.08,4.342464737911024,18.857000000000653,162.0,3.1622776601695057,10.000000000007123,2024-03-01 10:15:00,23.03,32.15,79.03
5803,L52982,L,301.4,310.8,1490,38.0,168,0,0,0,0,0,0,301.48,0.0447213596749289,0.0020000000111743,310.84000000000003,0.0547722558444537,0.0030000000102902,1513.0,81.29268109737194,6608.499999999012,40.16,4.426398084221592,19.59300000000058,164.0,3.162277660169546,10.00000000000738,2024-03-01 10:30:00,33.51,64.36,89.64
5804,L52983,L,301.5,310.9,1671,31.1,170,0,0,0,0,0,0,301.48,0.0447213596749289,0.0020000000111743,310.84000000000003,0.0547722558444537,0.0030000000102902,1527.2,103.46593642353513,10705.199999999011,38.58,6.054502456849815,36.65700000000045,166.0,3.1622776601695866,10.000000000007637,2024-03-01 10:45:00,35.59,83.12,88.47
5805,L52984,L,301.5,310.9,1365,46.5,172,0,0,0,0,0,0,301.48,0.0447213596749289,0.0020000000111743,310.86,0.0547722558453527,0.0030000000103887,1481.6,116.62246781816532,13600.79999999901,40.98,6.401327987222699,40.977000000000615,168.0,3.162277660169627,10.00000000000789,2024-03-01 11:00:00,28.45,44.56,92.2
5806,M20665,M,301.4,310.9,1557,39.3,174,0,0,0,0,0,0,301.46000000000004,0.054772255850882,0.0030000000109944,310.86,0.0547722558453527,0.0030000000103887,1499.2,120.81059556180912,14595.19999999901,39.9,6.063414879422366,36.76500000000054,170.0,3.1622776601696674,10.000000000008146,2024-03-01 11:15:00,28.11,75.33,87.11
5807,L52986,L,301.4,310.9,1440,45.4,177,0,0,0,0,0,0,301.44,0.0547722558492448,0.0030000000108151,310.88,0.0447213596672601,0.0020000000104884,1504.6,116.52167180399964,13577.299999999006,40.06,6.2267969294012255,38.773000000000536,172.2,3.4928498393157987,12.2000000000084,2024-03-01 11:30:00,25.19,59.11,80.06
5808,M20667,M,301.4,310.9,1489,38.9,179,0,0,0,0,0,0,301.43999999999994,0.0547722558492448,0.0030000000108151,310.9,0.0,0.0,1504.4,116.55385021525032,13584.799999999008,40.24,6.16506285450526,38.00800000000054,174.4,3.64691650576328,13.300000000008652,2024-03-01 11:45:00,29.25,33.52,68.98
5809,L52988,L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0,301.42,0.0447213596689136,0.0020000000106363,310.92,0.0447213596695194,0.0020000000106905,1516.8,139.7075516928094,19518.19999999901,39.16,8.2775600269645,68.51800000000051,176.8,3.962322551232917,15.700000000008933,2024-03-01 12:00:00,27.19,46.58,80.35
5810,H35223,H,301.3,311.0,1580,36.6,184,0,0,0,0,0,0,301.38,0.0447213596649162,0.0020000000102787,310.93999999999994,0.0547722558490363,0.0030000000107922,1559.8,111.5558156260758,12444.699999999018,37.17999999999999,7.19631850323486,51.78700000000042,179.2,3.9623225512329503,15.700000000009195,2024-03-01 12:15:00,24.94,45.65,75.78
5811,L52990,L,301.3,311.0,1856,21.9,189,0,0,0,0,0,0,301.36,0.0547722558427124,0.0030000000100995,310.96,0.0547722558499703,0.0030000000108946,1619.6,172.93438061877407,29906.299999999024,33.7,9.689943240287851,93.89500000000028,182.2,4.658325879541868,21.70000000000952,2024-03-01 12:30:00,39.46,55.25,76.81
5812,L52991,L,301.3,311.1,1454,40.3,191,0,0,0,0,0,0,301.34000000000003,0.054772255841087,0.0030000000099214,311.0,0.0707106781971542,0.0050000000111015,1622.4,169.37620848277078,28688.299999999035,32.68,8.322379467435994,69.26200000000023,185.0,4.949747468306827,24.500000000009848,2024-03-01 12:45:00,32.33,66.29,86.7
5813,L52992,L,301.4,311.1,1495,36.3,193,0,0,0,0,0,0,301.34000000000003,0.054772255841087,0.0030000000099214,311.04,0.0547722558537065,0.0030000000113038,1623.6,168.2120685325492,28295.299999999028,32.16,7.907464827617016,62.528000000000205,187.8,4.65832587954194,21.70000000001019,2024-03-01 13:00:00,32.86,87.73,77.41
5814,L52993,L,301.2,311.0,1761,29.1,195,0,0,0,0,0,0,301.3,0.0707106781863035,0.0050000000095669,311.04,0.0547722558537065,0.0030000000113038,1629.2,173.15802031670097,29983.699999999026,32.84,7.33880099198774,53.85800000000024,190.4,4.2190046219470405,17.800000000010492,2024-03-01 13:15:00,34.42,38.53,90.51
5815,M20674,M,301.3,311.0,1402,47.5,197,0,0,0,0,0,0,301.3,0.0707106781863035,0.0050000000095669,311.04,0.0547722558537065,0.0030000000113038,1593.6,201.7406751252682,40699.29999999901,35.02,9.905150175540014,98.11200000000036,193.0,3.162277660170089,10.000000000010813,2024-03-01 13:30:00,33.86,52.73,83.46
5816,L52995,L,301.2,311.0,1670,33.0,200,0,0,0,0,0,0,301.28,0.0836660027095098,0.0070000000093877,311.04,0.0547722558537065,0.0030000000113038,1556.4,152.3656785499904,23215.299999999,37.24,7.06668238991965,49.93800000000049,195.2,3.4928498393161806,12.20000000001107,2024-03-01 13:45:00,27.93,46.56,88.51
5817,L52996,L,301.3,311.0,1582,35.6,202,0,0,0,0,0,0,301.28,0.0836660027095098,0.0070000000093877,311.02,0.0447213596752391,0.0020000000112021,1582.0,141.2037534911838,19938.499999999,36.3,6.867677919064088,47.16500000000043,197.4,3.6469165057636457,13.30000000001132,2024-03-01 14:00:00,31.36,40.98,82.01
5818,L52997,L,301.3,311.0,1542,35.1,204,0,0,0,0,0,0,301.26000000000005,0.0547722558345851,0.0030000000092092,311.0,0.0,0.0,1591.4,135.4097485412295,18335.799999999,36.06,6.888613793790476,47.453000000000415,199.6,3.646916505763679,13.30000000001156,2024-03-01 14:15:00,28.65,61.43,85.48
5819,L52998,L,301.3,311.0,1539,36.9,206,0,0,0,0,0,0,301.28000000000003,0.0447213596549527,0.0020000000093876,311.0,0.0,0.0,1547.0,96.78326301586968,9366.999999999009,37.62,5.69885953502984,32.47700000000052,201.8,3.492849839316285,12.200000000011794,2024-03-01 14:30:00,32.19,60.02,87.64
5820,L52999,L,301.3,311.0,1418,41.9,208,0,0,0,0,0,0,301.28000000000003,0.0447213596549527,0.0020000000093876,311.0,0.0,0.0,1550.2,90.87463892637489,8258.199999999008,36.5,3.329414362917366,11.085000000000448,204.0,3.162277660170286,10.000000000012058,2024-03-01 14:45:00,31.71,32.79,70.25
5821,L53000,L,301.3,311.1,1723,27.6,210,0,0,0,0,0,0,301.3,0.0,0.0,311.02000000000004,0.0447213596752391,0.0020000000112021,1560.8,109.52031774971717,11994.699999999011,35.42,5.134880719159929,26.367000000000388,206.0,3.1622776601703264,10.000000000012314,2024-03-01 15:00:00,28.09,60.27,78.06
5822,L53001,L,301.3,311.1,1303,49.2,212,0,0,0,0,0,0,301.3,0.0,0.0,311.04,0.0547722558537065,0.0030000000113038,1505.0,156.86140379328182,24605.49999999901,38.14,8.036354895100175,64.58300000000055,208.0,3.162277660170367,10.00000000001257,2024-03-01 15:15:00,23.35,41.92,79.77
5823,M20682,M,301.3,311.0,1463,50.2,214,0,0,0,0,0,0,301.3,0.0,0.0,311.04,0.0547722558537065,0.0030000000113038,1489.2,156.18002433089518,24392.19999999901,41.16,9.33986081266743,87.2330000000007,210.0,3.1622776601704072,10.000000000012824,2024-03-01 15:30:00,30.73,60.18,72.25
5824,L53003,L,301.2,311.0,1544,39.3,217,0,0,0,0,0,0,301.28000000000003,0.0447213596549813,0.0020000000093901,311.04,0.0547722558537065,0.0030000000113038,1490.2,156.5940611900688,24521.69999999901,41.64,9.125404100641282,83.27300000000072,212.2,3.4928498393164684,12.20000000001308,2024-03-01 15:45:00,28.98,79.04,89.59
5825,L53004,L,301.2,311.0,1596,37.2,219,0,0,0,0,0,0,301.26,0.0547722558346519,0.0030000000092165,311.04,0.0547722558537065,0.0030000000113038,1525.8,156.30962862216458,24432.69999999901,40.7,9.331666517830602,87.0800000000007,214.4,3.6469165057639215,13.30000000001333,2024-03-01 16:00:00,20.55,66.95,86.32
5826,L53005,L,301.3,311.1,1413,42.0,221,0,0,0,0,0,0,301.26000000000005,0.0547722558346519,0.0030000000092165,311.04,0.0547722558537065,0.0030000000113038,1463.8,114.3971153482421,13086.699999999008,43.58,5.85081190947041,34.23200000000079,216.6,3.6469165057639543,13.300000000013572,2024-03-01 16:15:00,32.54,62.66,75.8
5827,M20686,M,301.3,311.1,1492,41.2,223,0,0,0,0,0,0,301.26,0.0547722558346519,0.0030000000092165,311.04,0.0547722558537065,0.0030000000113038,1501.6,70.95984780140816,5035.29999999901,41.98,4.954997477295094,24.552000000000746,218.8,3.4928498393165723,12.200000000013803,2024-03-01 16:30:00,34.83,52.07,66.61
5828,L53007,L,301.3,311.1,1624,40.9,0,0,0,0,0,0,0,301.26,0.0547722558346519,0.0030000000092165,311.06000000000006,0.0547722558546405,0.0030000000114062,1533.8,84.33386034090347,7112.199999999011,40.120000000000005,1.9044684297726435,3.627000000000679,176.0,98.41239759298628,9685.00000000001,2024-03-01 16:45:00,42.64,61.0,72.78
5829,L53008,L,301.3,311.1,1504,39.1,2,0,0,0,0,0,0,301.28,0.0447213596549813,0.0020000000093901,311.08000000000004,0.044721359678671,0.002000000011509,1525.8,85.01882144560116,7228.199999999011,40.08,1.927952281567331,3.717000000000676,133.0,120.50933573794192,14522.500000000004,2024-03-01 17:00:00,28.04,68.45,94.72
5830,M20689,M,301.2,311.1,1574,34.3,4,0,0,0,0,0,0,301.28000000000003,0.0447213596549813,0.0020000000093901,311.1,0.0,0.0,1521.4,80.94936689066202,6552.799999999009,39.5,3.094349689353269,9.57500000000067,90.0,120.50933573794188,14522.499999999996,2024-03-01 17:15:00,27.31,66.96,78.99
5831,M20690,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0,301.28,0.0447213596549813,0.0020000000093901,311.12,0.0447213596809875,0.0020000000117162,1526.4,72.95752188773278,5322.799999999008,39.58,3.1791508300174542,10.107000000000667,47.2,98.30920607959354,9664.699999999992,2024-03-01 17:30:00,24.45,58.51,85.21
5832,L53011,L,301.3,311.3,1474,50.7,10,0,0,0,0,0,0,301.28000000000003,0.0447213596549813,0.0020000000093901,311.16,0.0894427191666601,0.008000000011926,1522.8,75.47979862187634,5697.199999999006,41.48,5.987653964617588,35.85200000000072,4.6,3.974921382868552,15.79999999998564,2024-03-01 17:45:00,31.04,63.26,60.27
5833,L53012,L,301.3,311.2,1675,32.1,12,0,0,0,0,0,0,301.28000000000003,0.0447213596549813,0.0020000000093901,311.18,0.0836660027253054,0.0070000000120308,1533.0,93.7976545548928,8797.999999999003,39.720000000000006,7.341117081207783,53.89200000000068,7.0,4.123105625615961,16.99999999998598,2024-03-01 18:00:00,31.01,40.25,89.1
